Incident Category,Incident Day of Week,Incident Year,Analysis Neighborhood,Longitude,Latitude,Report Type Description
Robbery,Friday,2018,Lone Mountain/USF,-122.4490473,37.78217744,Initial Supplement
Assault,Wednesday,2018,North Beach,-122.4045816,37.8015231,Initial
Fraud,Tuesday,2018,Mission,-122.4200842,37.75213918,Initial
Fraud,Wednesday,2018,Mission Bay,-122.3933551,37.77578731,Initial
Assault,Saturday,2018,Mission,-122.4062194,37.75172621,Initial
Assault,Saturday,2018,Tenderloin,-122.416983,37.78242042,Initial
Assault,Friday,2018,Inner Sunset,-122.464172,37.76413087,Initial
Robbery,Sunday,2018,Outer Richmond,-122.4745509,37.77301113,Initial
Assault,Wednesday,2018,Glen Park,-122.4341445,37.73355034,Initial Supplement
Assault,Tuesday,2018,Bernal Heights,-122.4219688,37.7423754,Initial Supplement
Assault,Monday,2018,Bayview Hunters Point,-122.3916476,37.73628804,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.4027082,37.78325924,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3847055,37.74089752,Initial
Assault,Sunday,2018,Japantown,-122.4297826,37.78556385,Initial
Assault,Thursday,2018,Presidio,-122.4711243,37.80464207,Initial
Stolen Property,Monday,2018,North Beach,-122.4088973,37.80716325,Initial
Robbery,Monday,2018,Mission,-122.4174866,37.76518313,Initial
Assault,Tuesday,2018,Nob Hill,-122.4208732,37.79149585,Initial
Robbery,Sunday,2018,Outer Mission,-122.4377285,37.72295591,Initial Supplement
Fraud,Wednesday,2018,Glen Park,-122.4282561,37.73774433,Initial
Fraud,Tuesday,2018,Bayview Hunters Point,-122.3834312,37.72973755,Initial
Assault,Saturday,2018,Mission,-122.4067997,37.75776206,Initial
Fraud,Monday,2018,Hayes Valley,-122.423354,37.77874737,Initial
Robbery,Monday,2018,Mission,-122.4156138,37.76853739,Initial
Assault,Wednesday,2018,Hayes Valley,-122.4326486,37.77469266,Initial
Assault,Tuesday,2018,Haight Ashbury,-122.4485788,37.76979785,Initial
Fraud,Saturday,2018,Mission,-122.419669,37.76505134,Initial
Assault,Friday,2018,South of Market,-122.3997626,37.77737199,Initial
Assault,Wednesday,2018,South of Market,-122.4092454,37.78139813,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3864279,37.74906582,Initial
Robbery,Tuesday,2018,Excelsior,-122.4391911,37.71469381,Initial Supplement
Robbery,Wednesday,2018,Mission,-122.4145415,37.75729764,Initial
Assault,Sunday,2018,Excelsior,-122.4404177,37.71724462,Initial
Fraud,Tuesday,2018,Russian Hill,-122.4160514,37.80435595,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3897602,37.74467267,Initial
Fraud,Monday,2018,Western Addition,-122.4234036,37.78733916,Initial Supplement
Robbery,Wednesday,2018,Financial District/South Beach,-122.3960348,37.78853593,Initial
Fraud,Tuesday,2018,Castro/Upper Market,-122.4350007,37.76088893,Initial
Robbery,Saturday,2018,Oceanview/Merced/Ingleside,-122.4670943,37.71427319,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3864519,37.71116108,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.3925246,37.79131097,Initial
Fraud,Wednesday,2018,Bernal Heights,-122.4150739,37.74158027,Initial
Assault,Monday,2018,Lone Mountain/USF,-122.4454402,37.78012504,Initial
Fraud,Thursday,2018,Tenderloin,-122.4086671,37.78538825,Initial
Assault,Tuesday,2018,Haight Ashbury,-122.448958,37.77166874,Initial
Robbery,Thursday,2018,Tenderloin,-122.4142416,37.78372378,Initial
Fraud,Monday,2018,Lone Mountain/USF,-122.4513462,37.7770904,Initial Supplement
Assault,Tuesday,2018,Bayview Hunters Point,-122.3703524,37.72856817,Initial
Assault,Monday,2018,North Beach,-122.4130343,37.8028277,Initial
Fraud,Wednesday,2018,Bayview Hunters Point,-122.3916698,37.72685132,Initial
Assault,Tuesday,2018,Excelsior,-122.4353126,37.72400491,Initial
Assault,Saturday,2018,Mission,-122.4159546,37.74917218,Initial
Fraud,Monday,2018,Chinatown,-122.4034967,37.79641749,Initial
Assault,Friday,2018,Outer Richmond,-122.4773743,37.78236057,Initial
Assault,Monday,2018,Excelsior,-122.4403703,37.71522276,Initial
Fraud,Monday,2018,Hayes Valley,-122.4212354,37.77662575,Coplogic Initial
Fraud,Sunday,2018,Marina,-122.4437613,37.79603648,Initial
Fraud,Monday,2018,South of Market,-122.4036355,37.77516081,Initial
Assault,Wednesday,2018,Western Addition,-122.4206383,37.78196077,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.407337,37.78456014,Initial Supplement
Assault,Sunday,2018,Excelsior,-122.4329118,37.72717755,Initial
Assault,Wednesday,2018,Pacific Heighs,-122.4332742,37.79447411,Initial
Fraud,Monday,2018,Financial District/South Beach,-122.3963904,37.79366378,Initial Supplement
Assault,Wednesday,2018,Nob Hill,-122.4078689,37.79027535,Initial
Assault,Thursday,2018,Tenderloin,-122.4125953,37.78393258,Initial Supplement
Robbery,Friday,2018,Western Addition,-122.4277789,37.78392473,Initial
Assault,Sunday,2018,South of Market,-122.4116101,37.77376935,Initial
Fraud,Wednesday,2018,Presidio,-122.4528737,37.79997178,Initial
Assault,Thursday,2018,South of Market,-122.4128242,37.77281216,Initial
Robbery,Tuesday,2018,Chinatown,-122.4048756,37.79485953,Initial Supplement
Fraud,Thursday,2018,Pacific Heighs,-122.4393094,37.7909723,Initial
Stolen Property,Saturday,2018,Lakeshore,-122.4760395,37.72694991,Initial
Assault,Sunday,2018,Lakeshore,-122.4760395,37.72694991,Initial
Fraud,Sunday,2018,Russian Hill,-122.4212576,37.80175842,Initial Supplement
Assault,Tuesday,2018,Visitacion Valley,-122.4182834,37.71234915,Initial
Assault,Sunday,2018,Sunset/Parkside,-122.4917679,37.74234288,Initial
Fraud,Wednesday,2018,Mission,-122.4200111,37.7569686,Initial
Robbery,Friday,2018,Nob Hill,-122.4152179,37.79402883,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.4009331,37.7921084,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.4011299,37.79112799,Initial
Assault,Monday,2018,Mission,-122.4202543,37.77435867,Initial
Robbery,Sunday,2018,Bayview Hunters Point,-122.3970428,37.74597422,Initial
Robbery,Friday,2018,Portola,-122.406086,37.73097562,Initial Supplement
Robbery,Tuesday,2018,Excelsior,-122.4282089,37.72854514,Initial
Assault,Wednesday,2018,Chinatown,-122.4104562,37.7983727,Initial
Assault,Wednesday,2018,Sunset/Parkside,-122.4861408,37.73885267,Initial
Robbery,Wednesday,2018,Financial District/South Beach,-122.3965045,37.79309708,Initial
Robbery,Tuesday,2018,Bayview Hunters Point,-122.3901644,37.73166294,Initial
Assault,Saturday,2018,Western Addition,-122.4307979,37.78256989,Initial
Assault,Monday,2018,Castro/Upper Market,-122.4339036,37.76095474,Initial
Robbery,Monday,2018,South of Market,-122.4048648,37.78400661,Initial
Assault,Wednesday,2018,Marina,-122.4322043,37.79750695,Initial
Robbery,Tuesday,2018,Portola,-122.4035929,37.72763413,Initial
Robbery,Sunday,2018,Western Addition,-122.4221454,37.78894262,Initial
Assault,Sunday,2018,Mission,-122.4181353,37.74904129,Initial
Fraud,Thursday,2018,Potrero Hill,-122.3960887,37.75829497,Initial
Assault,Friday,2018,Treasure Island,-122.3744679,37.82386062,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.4015557,37.74096193,Initial
Assault,Thursday,2018,Mission,-122.4190175,37.75220444,Initial
Assault,Monday,2018,Financial District/South Beach,-122.3982644,37.79171606,Initial
Fraud,Friday,2018,Lone Mountain/USF,-122.4449666,37.77695767,Initial
Assault,Tuesday,2018,Haight Ashbury,-122.4436491,37.77042637,Initial
Robbery,Thursday,2018,Bayview Hunters Point,-122.3890351,37.73291889,Initial
Assault,Thursday,2018,Mission,-122.4198252,37.7666736,Initial
Assault,Thursday,2018,Oceanview/Merced/Ingleside,-122.4637849,37.71152714,Initial
Robbery,Sunday,2018,South of Market,-122.4076911,37.77931846,Initial
Fraud,Friday,2018,Portola,-122.4040509,37.71892832,Initial
Fraud,Monday,2018,Excelsior,-122.4425664,37.7121153,Initial Supplement
Assault,Sunday,2018,Oceanview/Merced/Ingleside,-122.463521,37.71613507,Initial
Stolen Property,Tuesday,2018,Bayview Hunters Point,-122.399928,37.71181444,Vehicle Supplement
Assault,Sunday,2018,Tenderloin,-122.4175288,37.78331089,Initial
Stolen Property,Wednesday,2018,Excelsior,-122.4311538,37.71659361,Initial Supplement
Fraud,Sunday,2018,Nob Hill,-122.4217499,37.78802721,Initial
Assault,Monday,2018,South of Market,-122.4070148,37.77739963,Initial Supplement
Robbery,Sunday,2018,Haight Ashbury,-122.445345,37.77021017,Initial
Assault,Monday,2018,Nob Hill,-122.4201161,37.78775665,Initial
Robbery,Sunday,2018,South of Market,-122.3998022,37.781498,Initial
Fraud,Tuesday,2018,Bayview Hunters Point,-122.3982659,37.71369335,Initial
Assault,Thursday,2018,Outer Mission,-122.4339824,37.72576179,Initial
Assault,Saturday,2018,Noe Valley,-122.424539,37.74543572,Initial Supplement
Fraud,Monday,2018,North Beach,-122.4150523,37.80448098,Initial
Assault,Sunday,2018,Bayview Hunters Point,-122.3974787,37.71883436,Initial
Robbery,Tuesday,2018,Mission,-122.4129952,37.75257276,Initial
Assault,Friday,2018,Oceanview/Merced/Ingleside,-122.4503784,37.71616896,Initial
Assault,Monday,2018,North Beach,-122.4091898,37.80044506,Initial
Fraud,Friday,2018,Bayview Hunters Point,-122.38657,37.73671972,Initial
Assault,Thursday,2018,South of Market,-122.410292,37.78223057,Initial
Fraud,Thursday,2018,Tenderloin,-122.4115158,37.78693971,Initial Supplement
Assault,Tuesday,2018,Bayview Hunters Point,-122.38203,37.73337303,Initial
Robbery,Saturday,2018,Pacific Heighs,-122.4421095,37.78785557,Initial Supplement
Fraud,Saturday,2018,Financial District/South Beach,-122.3935972,37.78799631,Initial
Robbery,Tuesday,2018,Mission,-122.4227256,37.75037224,Initial
Robbery,Saturday,2018,Mission,-122.4190526,37.75863257,Initial
Assault,Friday,2018,North Beach,-122.4090505,37.80811075,Initial Supplement
Robbery,Sunday,2018,Mission,-122.4157793,37.75883023,Initial
Fraud,Monday,2018,Outer Richmond,-122.4855323,37.77625246,Initial
Fraud,Sunday,2018,Bayview Hunters Point,-122.3961695,37.73493084,Initial
Stolen Property,Tuesday,2018,Western Addition,-122.4227455,37.78408368,Initial
Robbery,Thursday,2018,Golden Gate Park,-122.4583711,37.77430889,Initial
Fraud,Wednesday,2018,Japantown,-122.4394804,37.78330849,Initial
Assault,Thursday,2018,Potrero Hill,-122.3881641,37.76695791,Initial
Stolen Property,Wednesday,2018,Tenderloin,-122.4146831,37.78175909,Initial Supplement
Robbery,Sunday,2018,Inner Sunset,-122.4673832,37.76398989,Initial
Assault,Saturday,2018,Financial District/South Beach,-122.3986957,37.79888097,Initial
Fraud,Sunday,2018,Hayes Valley,-122.428101,37.77717812,Initial
Fraud,Wednesday,2018,West of Twin Peaks,-122.4488663,37.73154296,Initial
Fraud,Thursday,2018,Haight Ashbury,-122.4507102,37.76952604,Initial
Fraud,Friday,2018,Pacific Heighs,-122.4259802,37.79175692,Initial
Fraud,Monday,2018,Lone Mountain/USF,-122.4524311,37.77793965,Initial
Assault,Tuesday,2018,Chinatown,-122.4066524,37.79602475,Initial
Fraud,Wednesday,2018,Pacific Heighs,-122.4299893,37.79489494,Initial
Assault,Saturday,2018,Mission,-122.4177829,37.76919855,Initial Supplement
Robbery,Wednesday,2018,Outer Mission,-122.4468,37.71216078,Initial Supplement
Fraud,Saturday,2018,Mission,-122.4153886,37.74920615,Initial
Assault,Saturday,2018,Hayes Valley,-122.4377987,37.77499195,Initial
Robbery,Thursday,2018,Bayview Hunters Point,-122.3884759,37.74110763,Initial
Stolen Property,Monday,2018,Castro/Upper Market,-122.4329491,37.7626182,Initial
Stolen Property,Thursday,2018,North Beach,-122.4136042,37.80561848,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4136764,37.78092685,Initial
Assault,Thursday,2018,Outer Mission,-122.4411031,37.72744684,Initial
Fraud,Saturday,2018,Oceanview/Merced/Ingleside,-122.4662543,37.71967859,Initial
Assault,Sunday,2018,Visitacion Valley,-122.4024595,37.71217949,Initial
Assault,Saturday,2018,Visitacion Valley,-122.4166485,37.71047317,Initial
Fraud,Monday,2018,Pacific Heighs,-122.4270597,37.78878689,Coplogic Initial
Assault,Saturday,2018,Oceanview/Merced/Ingleside,-122.4635606,37.71988989,Initial
Assault,Thursday,2018,Mission,-122.4211175,37.75690201,Initial
Fraud,Wednesday,2018,Pacific Heighs,-122.428525,37.78765056,Coplogic Supplement
Assault,Tuesday,2018,Bayview Hunters Point,-122.3801111,37.73678419,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4115158,37.78693971,Initial
Fraud,Wednesday,2018,Inner Richmond,-122.4676291,37.78280225,Initial
Fraud,Sunday,2018,Sunset/Parkside,-122.4778071,37.75791957,Initial
Fraud,Friday,2018,Chinatown,-122.4098788,37.79844229,Initial
Fraud,Saturday,2018,West of Twin Peaks,-122.4742063,37.73212,Coplogic Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.3947476,37.79447972,Initial
Fraud,Friday,2018,Nob Hill,-122.4202104,37.7882227,Initial
Assault,Wednesday,2018,Tenderloin,-122.4144302,37.78465714,Initial
Assault,Thursday,2018,Nob Hill,-122.4100569,37.78808219,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3888551,37.72998041,Initial
Robbery,Saturday,2018,Noe Valley,-122.4340065,37.75049492,Initial
Assault,Friday,2018,Financial District/South Beach,-122.4067711,37.78849948,Initial
Fraud,Saturday,2018,Marina,-122.4351692,37.80382305,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.382687,37.72742487,Initial
Fraud,Sunday,2018,Bayview Hunters Point,-122.3988852,37.72783625,Initial
Assault,Wednesday,2018,Mission,-122.4075342,37.7657833,Initial
Fraud,Monday,2018,Japantown,-122.4398726,37.78524753,Initial
Fraud,Tuesday,2018,Bernal Heights,-122.4222556,37.74030155,Initial
Assault,Monday,2018,Sunset/Parkside,-122.5011416,37.73819183,Initial
Robbery,Wednesday,2018,Bernal Heights,-122.4133118,37.73898205,Initial Supplement
Assault,Sunday,2018,Bayview Hunters Point,-122.3929651,37.7379612,Initial
Assault,Thursday,2018,Outer Richmond,-122.4746861,37.77487657,Initial
Stolen Property,Tuesday,2018,Sunset/Parkside,-122.4790353,37.74477547,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3915214,37.73243191,Initial
Fraud,Monday,2018,Mission,-122.4233349,37.77147797,Initial
Assault,Thursday,2018,Tenderloin,-122.4080362,37.78640961,Initial
Fraud,Monday,2018,Financial District/South Beach,-122.4037118,37.78404444,Initial
Stolen Property,Sunday,2018,Bayview Hunters Point,-122.3915214,37.73243191,Initial
Fraud,Thursday,2018,Bernal Heights,-122.4089572,37.73885126,Initial
Assault,Wednesday,2018,Mission Bay,-122.3927498,37.77885172,Initial
Robbery,Tuesday,2018,South of Market,-122.4162917,37.77749384,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3799317,37.73338073,Initial Supplement
Fraud,Monday,2018,South of Market,-122.3975389,37.77913222,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.3977963,37.79443401,Initial
Robbery,Tuesday,2018,Portola,-122.402061,37.72391999,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3880558,37.7206928,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3926097,37.72265796,Initial
Robbery,Monday,2018,Chinatown,-122.4074852,37.79501597,Initial
Assault,Tuesday,2018,Mission Bay,-122.3933551,37.77578731,Initial
Stolen Property,Sunday,2018,Russian Hill,-122.4212576,37.80175842,Initial
Assault,Thursday,2018,Outer Richmond,-122.486878,37.77999354,Initial Supplement
Assault,Sunday,2018,Lakeshore,-122.4830228,37.72120584,Initial
Fraud,Monday,2018,Castro/Upper Market,-122.4340624,37.76255082,Initial
Fraud,Friday,2018,Russian Hill,-122.4214044,37.79414398,Initial
Assault,Tuesday,2018,North Beach,-122.4095613,37.80230248,Initial
Robbery,Sunday,2018,Tenderloin,-122.413354,37.7876636,Initial
Assault,Wednesday,2018,Russian Hill,-122.4187183,37.80593152,Initial
Assault,Thursday,2018,Chinatown,-122.4033169,37.79553183,Initial Supplement
Stolen Property,Tuesday,2018,Financial District/South Beach,-122.4033487,37.80403012,Initial
Fraud,Wednesday,2018,Presidio Heights,-122.4454022,37.78743816,Initial
Robbery,Wednesday,2018,Tenderloin,-122.4125953,37.78393258,Initial
Fraud,Friday,2018,Mission,-122.4244117,37.76800642,Initial
Fraud,Thursday,2018,Mission,-122.419206,37.76023535,Initial
Fraud,Thursday,2018,North Beach,-122.4136042,37.80561848,Initial Supplement
Assault,Wednesday,2018,Castro/Upper Market,-122.4350007,37.76088893,Initial
Suspicious,Thursday,2018,Inner Richmond,-122.4682926,37.77703901,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.3999587,37.7932091,Initial
Fraud,Friday,2018,Mission,-122.4193593,37.76183585,Initial
Fraud,Tuesday,2018,South of Market,-122.4092454,37.78139813,Initial
Assault,Sunday,2018,Tenderloin,-122.4124117,37.78300408,Initial
Assault,Tuesday,2018,Mission Bay,-122.3918405,37.7781257,Initial
Fraud,Sunday,2018,Financial District/South Beach,-122.3946587,37.78102152,Initial Supplement
Robbery,Thursday,2018,Russian Hill,-122.4194018,37.79259308,Initial
Robbery,Thursday,2018,Hayes Valley,-122.4304339,37.77210826,Initial
Assault,Saturday,2018,South of Market,-122.4141732,37.77580069,Initial
Robbery,Tuesday,2018,Outer Mission,-122.4374858,37.73025234,Initial
Assault,Sunday,2018,Hayes Valley,-122.4260703,37.77552454,Initial
Fraud,Monday,2018,Nob Hill,-122.4105228,37.79039016,Initial
Robbery,Thursday,2018,Bayview Hunters Point,-122.3989705,37.73016461,Initial
Assault,Monday,2018,Sunset/Parkside,-122.4823521,37.76146442,Initial Supplement
Robbery,Tuesday,2018,Mission,-122.419206,37.76023535,Initial Supplement
Robbery,Tuesday,2018,Tenderloin,-122.4158825,37.78351564,Initial
Robbery,Tuesday,2018,Hayes Valley,-122.4374229,37.77313349,Initial
Assault,Saturday,2018,Twin Peaks,-122.4546641,37.74610617,Initial
Stolen Property,Thursday,2018,Tenderloin,-122.4136764,37.78092685,Initial
Assault,Monday,2018,Tenderloin,-122.4180881,37.78610104,Initial
Assault,Friday,2018,Tenderloin,-122.4161381,37.78061497,Initial
Assault,Sunday,2018,Mission,-122.4161076,37.75077109,Initial
Fraud,Wednesday,2018,Haight Ashbury,-122.4387091,37.77105649,Coplogic Initial
Fraud,Wednesday,2018,Excelsior,-122.4370461,37.71600783,Initial
Fraud,Friday,2018,Lone Mountain/USF,-122.4552808,37.78145866,Initial
Assault,Friday,2018,North Beach,-122.4062314,37.79792027,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4146172,37.78558247,Initial
Fraud,Saturday,2018,Bayview Hunters Point,-122.36843,37.72784493,Initial
Assault,Wednesday,2018,Mission,-122.4149967,37.77089611,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.3969578,37.79634686,Initial
Assault,Wednesday,2018,Mission,-122.4167074,37.76847137,Initial
Assault,Saturday,2018,Financial District/South Beach,-122.4059381,37.79245075,Initial
Assault,Friday,2018,North Beach,-122.4119501,37.80582493,Initial
Assault,Saturday,2018,Financial District/South Beach,-122.4082267,37.78735926,Initial
Assault,Saturday,2018,Noe Valley,-122.4362987,37.75115322,Initial
Stolen Property,Sunday,2018,Financial District/South Beach,-122.4082267,37.78735926,Initial
Robbery,Friday,2018,Lakeshore,-122.4755123,37.71892059,Initial
